,training_loss,testing_loss,learning_rate
223,0.041478626,0.043848243,0.001
224,0.041878995,0.044329368,0.001
225,0.04138643,0.04354977,0.001
226,0.04051524,0.042207155,0.001
227,0.043399777,0.04581018,0.001
228,0.040572233,0.042302646,0.001
229,0.040638946,0.04242646,0.001
230,0.040648818,0.042248446,0.001
231,0.040647928,0.04249903,0.001
232,0.040345967,0.04219749,0.001
233,0.040258646,0.0421356,0.001
234,0.040543012,0.042529486,0.001
235,0.040976644,0.043136545,0.001
236,0.04046185,0.042562004,0.001
237,0.040125977,0.041760854,0.001
238,0.03976126,0.0415418,0.001
239,0.040565245,0.042225044,0.001
240,0.039985944,0.041903574,0.001
241,0.040372275,0.041875146,0.001
242,0.039388895,0.04137049,0.001
243,0.041971304,0.043074355,0.001
244,0.048363052,0.051079694,0.001
245,0.045349166,0.047906216,0.001
246,0.04077401,0.043304298,0.001
247,0.04291491,0.04566947,0.001
248,0.044039473,0.04684294,0.001
249,0.042742744,0.04526195,0.001
