,Fill Factor,Pitch,Duty Cycle,Theta,Lambda,Transmission,Mode
15603,0.44,7e-07,0.4,5,1.69e-06,-8.170000000000001e-05,1
5365,0.28,5e-07,0.56,5,1.35e-06,0.000339221,1
10893,0.44,5e-07,0.72,5,1.49e-06,-3.34e-07,1
18831,0.6,7e-07,0.48,5,1.62e-06,0.000238924,1
1749,0.52,5e-07,0.4,5,1.38e-06,0.000613657,1
6044,0.44,5e-07,0.56,5,1.59e-06,0.000603094,1
10034,0.28,5e-07,0.72,5,1.62e-06,0.000283505,1
21381,0.6,7e-07,0.56,5,1.33e-06,0.0008842839999999999,1
12167,0.2,5e-07,0.8,5,1.35e-06,0.0005857459999999999,1
5300,0.28,5e-07,0.56,5,1.47e-06,1.7100000000000002e-05,1
22174,0.28,7e-07,0.64,5,1.34e-06,0.000552271,1
1201,0.44,5e-07,0.4,5,1.7e-06,-2.48e-05,1
2440,0.2,5e-07,0.48,5,1.6e-06,3.6200000000000006e-05,1
19364,0.2,7e-07,0.56,5,1.36e-06,0.0322828,1
10802,0.44,5e-07,0.72,5,1.69e-06,9.4e-05,1
19226,0.2,7e-07,0.56,5,1.63e-06,0.000308824,1
12987,0.36,5e-07,0.8,5,1.32e-06,0.000284274,1
3744,0.44,5e-07,0.48,5,1.39e-06,0.000563712,1
12165,0.2,5e-07,0.8,5,1.35e-06,0.000563392,1
2069,0.6,5e-07,0.4,5,1.54e-06,0.00013892899999999998,1
18127,0.44,7e-07,0.48,5,1.42e-06,0.039303899999999996,1
10041,0.28,5e-07,0.72,5,1.6e-06,4.93e-05,1
20082,0.36,7e-07,0.56,5,1.51e-06,4.93e-05,1
2847,0.28,5e-07,0.48,5,1.58e-06,4.22e-05,1
21241,0.6,7e-07,0.56,5,1.6e-06,4.02e-05,1
23,0.2,5e-07,0.4,5,1.64e-06,6.34e-05,1
23778,0.6,7e-07,0.64,5,1.33e-06,0.000162981,1
23724,0.6,7e-07,0.64,5,1.43e-06,0.078176,1
18571,0.52,7e-07,0.48,5,1.34e-06,0.0205137,1
22997,0.44,7e-07,0.64,5,1.3e-06,0.000162652,1
11338,0.52,5e-07,0.72,5,1.4e-06,0.00012976,1
23364,0.52,7e-07,0.64,5,1.36e-06,0.000264329,1
19324,0.2,7e-07,0.56,5,1.43e-06,0.015091899999999998,1
13234,0.44,5e-07,0.8,5,1.62e-06,-4.970000000000001e-05,1
515,0.28,5e-07,0.4,5,1.44e-06,0.000188535,1
1275,0.44,5e-07,0.4,5,1.52e-06,4.05e-06,1
17721,0.36,7e-07,0.48,5,1.43e-06,0.00150372,1
19627,0.28,7e-07,0.56,5,1.63e-06,0.000129035,1
10131,0.28,5e-07,0.72,5,1.41e-06,0.000226189,1
14917,0.28,7e-07,0.4,5,1.44e-06,8.66e-05,1
11383,0.52,5e-07,0.72,5,1.33e-06,7.92e-05,1
20016,0.36,7e-07,0.56,5,1.66e-06,0.000145684,1
18118,0.44,7e-07,0.48,5,1.44e-06,0.00574935,1
2571,0.2,5e-07,0.48,5,1.34e-06,0.0007746469999999999,1
86,0.2,5e-07,0.4,5,1.5e-06,0.000700654,1
16842,0.2,7e-07,0.48,5,1.6e-06,0.000292996,1
24497,0.28,7e-07,0.72,5,1.48e-06,0.0324811,1
19304,0.2,7e-07,0.56,5,1.46e-06,0.0012022,1
9782,0.2,5e-07,0.72,5,1.33e-06,0.000619952,1
10575,0.36,5e-07,0.72,5,1.34e-06,0.000858897,1
14843,0.28,7e-07,0.4,5,1.59e-06,0.000472301,1
21764,0.2,7e-07,0.64,5,1.36e-06,0.029236400000000003,1
429,0.28,5e-07,0.4,5,1.63e-06,0.000244411,1
10878,0.44,5e-07,0.72,5,1.52e-06,0.00013059,1
20112,0.36,7e-07,0.56,5,1.45e-06,0.0100512,1
1612,0.52,5e-07,0.4,5,1.67e-06,8.459999999999999e-07,1
5341,0.28,5e-07,0.56,5,1.4e-06,0.000324657,1
9373,0.6,5e-07,0.64,5,1.34e-06,0.000795762,1
12856,0.36,5e-07,0.8,5,1.56e-06,0.00014765,1
1621,0.52,5e-07,0.4,5,1.65e-06,5.3e-05,1
4872,0.2,5e-07,0.56,5,1.53e-06,4.77e-05,1
24482,0.28,7e-07,0.72,5,1.51e-06,0.00275617,1
18415,0.52,7e-07,0.48,5,1.66e-06,8.93e-05,1
12160,0.2,5e-07,0.8,5,1.36e-06,0.000503341,1
8100,0.36,5e-07,0.64,5,1.47e-06,0.000123217,1
23664,0.6,7e-07,0.64,5,1.55e-06,0.000504911,1
814,0.36,5e-07,0.4,5,1.66e-06,7.46e-06,1
5385,0.28,5e-07,0.56,5,1.32e-06,0.00034413699999999995,1
6152,0.44,5e-07,0.56,5,1.38e-06,0.00019638099999999998,1
8149,0.36,5e-07,0.64,5,1.38e-06,0.000294326,1
5364,0.28,5e-07,0.56,5,1.36e-06,0.000296484,1
2159,0.6,5e-07,0.4,5,1.36e-06,0.0009612339999999999,1
6032,0.44,5e-07,0.56,5,1.62e-06,0.000109059,1
9602,0.2,5e-07,0.72,5,1.69e-06,4.54e-05,1
13268,0.44,5e-07,0.8,5,1.54e-06,0.000940529,1
3730,0.44,5e-07,0.48,5,1.42e-06,2.57e-05,1
6003,0.44,5e-07,0.56,5,1.69e-06,-5.81e-07,1
21744,0.2,7e-07,0.64,5,1.39e-06,0.0429606,1
15664,0.44,7e-07,0.4,5,1.55e-06,0.0009275689999999999,1
21732,0.2,7e-07,0.64,5,1.41e-06,0.09725460000000001,1
16115,0.52,7e-07,0.4,5,1.44e-06,0.000166939,1
14519,0.2,7e-07,0.4,5,1.44e-06,8.31e-05,1
24933,0.36,7e-07,0.72,5,1.41e-06,0.049703,1
4028,0.52,5e-07,0.48,5,1.63e-06,-4.1899999999999995e-05,1
3222,0.36,5e-07,0.48,5,1.64e-06,0.00021512,1
20459,0.44,7e-07,0.56,5,1.56e-06,0.000227971,1
8550,0.44,5e-07,0.64,5,1.38e-06,0.000158124,1
521,0.28,5e-07,0.4,5,1.43e-06,0.00012240799999999998,1
4986,0.2,5e-07,0.56,5,1.32e-06,0.000252305,1
18522,0.52,7e-07,0.48,5,1.43e-06,0.0585582,1
12478,0.28,5e-07,0.8,5,1.52e-06,0.000410979,1
18002,0.44,7e-07,0.48,5,1.69e-06,-9.13e-05,1
1610,0.52,5e-07,0.4,5,1.67e-06,-1.76e-05,1
24016,0.2,7e-07,0.72,5,1.66e-06,-4.73e-05,1
9703,0.2,5e-07,0.72,5,1.47e-06,1.8100000000000003e-05,1
2512,0.2,5e-07,0.48,5,1.45e-06,0.000114952,1
22073,0.28,7e-07,0.64,5,1.53e-06,5.3400000000000004e-05,1
9253,0.6,5e-07,0.64,5,1.57e-06,0.000207039,1
2488,0.2,5e-07,0.48,5,1.5e-06,-2.31e-06,1
177,0.2,5e-07,0.4,5,1.33e-06,9.25e-05,1
54,0.2,5e-07,0.4,5,1.57e-06,5.01e-05,1
3202,0.36,5e-07,0.48,5,1.69e-06,-2.54e-05,1
12450,0.28,5e-07,0.8,5,1.58e-06,0.000125286,1
7683,0.28,5e-07,0.64,5,1.51e-06,-1.67e-05,1
514,0.28,5e-07,0.4,5,1.45e-06,0.00020046700000000002,1
4890,0.2,5e-07,0.56,5,1.49e-06,0.000401284,1
21229,0.6,7e-07,0.56,5,1.63e-06,0.000463435,1
6527,0.52,5e-07,0.56,5,1.42e-06,0.000104293,1
23216,0.52,7e-07,0.64,5,1.66e-06,-6.07e-05,1
18046,0.44,7e-07,0.48,5,1.59e-06,0.000855701,1
570,0.28,5e-07,0.4,5,1.35e-06,0.000239388,1
7728,0.28,5e-07,0.64,5,1.42e-06,0.00012098399999999999,1
15788,0.44,7e-07,0.4,5,1.32e-06,0.06510790000000001,1
6066,0.44,5e-07,0.56,5,1.54e-06,0.00018935900000000003,1
5694,0.36,5e-07,0.56,5,1.48e-06,3.33e-06,1
6452,0.52,5e-07,0.56,5,1.57e-06,5.12e-06,1
13659,0.52,5e-07,0.8,5,1.56e-06,0.000135664,1
21669,0.2,7e-07,0.64,5,1.54e-06,0.000381644,1
18001,0.44,7e-07,0.48,5,1.7e-06,-9.41e-05,1
15665,0.44,7e-07,0.4,5,1.54e-06,0.0008405760000000001,1
24853,0.36,7e-07,0.72,5,1.57e-06,0.000381837,1
1203,0.44,5e-07,0.4,5,1.69e-06,-2.26e-05,1
20114,0.36,7e-07,0.56,5,1.45e-06,0.015094100000000001,1
10137,0.28,5e-07,0.72,5,1.4e-06,0.00044923300000000005,1
10438,0.36,5e-07,0.72,5,1.61e-06,5.379999999999999e-05,1
18597,0.52,7e-07,0.48,5,1.3e-06,0.00021506700000000002,1
16582,0.6,7e-07,0.4,5,1.33e-06,0.00183837,1
7286,0.2,5e-07,0.64,5,1.5e-06,2.8600000000000004e-05,1
13740,0.52,5e-07,0.8,5,1.4e-06,0.000472806,1
15201,0.36,7e-07,0.4,5,1.7e-06,-5.04e-05,1
15617,0.44,7e-07,0.4,5,1.66e-06,3.15e-05,1
10930,0.44,5e-07,0.72,5,1.42e-06,0.00038758099999999996,1
15312,0.36,7e-07,0.4,5,1.45e-06,0.00017827099999999997,1
22106,0.28,7e-07,0.64,5,1.46e-06,0.0142939,1
7774,0.28,5e-07,0.64,5,1.34e-06,0.00062716,1
1389,0.44,5e-07,0.4,5,1.32e-06,0.00279303,1
10931,0.44,5e-07,0.72,5,1.41e-06,0.00039220300000000004,1
13727,0.52,5e-07,0.8,5,1.42e-06,0.000129555,1
18938,0.6,7e-07,0.48,5,1.4e-06,0.121927,1
16898,0.2,7e-07,0.48,5,1.48e-06,0.000222946,1
24952,0.36,7e-07,0.72,5,1.38e-06,0.00043135,1
3712,0.44,5e-07,0.48,5,1.45e-06,0.00021972700000000002,1
11367,0.52,5e-07,0.72,5,1.35e-06,0.00103702,1
18963,0.6,7e-07,0.48,5,1.36e-06,0.00765872,1
10834,0.44,5e-07,0.72,5,1.62e-06,2.61e-05,1
15378,0.36,7e-07,0.4,5,1.33e-06,0.31492800000000004,1
22475,0.36,7e-07,0.64,5,1.52e-06,0.000516075,1
14812,0.28,7e-07,0.4,5,1.67e-06,-6.54e-06,1
8821,0.52,5e-07,0.64,5,1.65e-06,-4.33e-05,1
2482,0.2,5e-07,0.48,5,1.51e-06,0.000158767,1
6909,0.6,5e-07,0.56,5,1.45e-06,9.18e-05,1
14551,0.2,7e-07,0.4,5,1.38e-06,7.890000000000001e-05,1
138,0.2,5e-07,0.4,5,1.4e-06,0.000121281,1
12599,0.28,5e-07,0.8,5,1.3e-06,0.00036039199999999996,1
8840,0.52,5e-07,0.64,5,1.6e-06,4.04e-05,1
3769,0.44,5e-07,0.48,5,1.35e-06,0.000470769,1
22122,0.28,7e-07,0.64,5,1.43e-06,0.108742,1
18830,0.6,7e-07,0.48,5,1.62e-06,0.000179011,1
19732,0.28,7e-07,0.56,5,1.41e-06,0.100994,1
7349,0.2,5e-07,0.64,5,1.38e-06,0.000112627,1
1366,0.44,5e-07,0.4,5,1.35e-06,6.34e-05,1
10574,0.36,5e-07,0.72,5,1.34e-06,0.0008782610000000001,1
14478,0.2,7e-07,0.4,5,1.52e-06,0.00104342,1
18551,0.52,7e-07,0.48,5,1.38e-06,0.103789,1
11315,0.52,5e-07,0.72,5,1.44e-06,6.7e-05,1
14550,0.2,7e-07,0.4,5,1.38e-06,6.829999999999999e-05,1
16080,0.52,7e-07,0.4,5,1.51e-06,0.000413568,1
2484,0.2,5e-07,0.48,5,1.5e-06,4.72e-05,1
5286,0.28,5e-07,0.56,5,1.5e-06,0.00042168800000000003,1
25209,0.44,7e-07,0.72,5,1.68e-06,-8.340000000000001e-05,1
3623,0.44,5e-07,0.48,5,1.64e-06,4.92e-05,1
903,0.36,5e-07,0.4,5,1.47e-06,0.000249479,1
1251,0.44,5e-07,0.4,5,1.58e-06,0.000301252,1
21616,0.2,7e-07,0.64,5,1.66e-06,0.000129099,1
17744,0.36,7e-07,0.48,5,1.39e-06,0.181693,1
6987,0.6,5e-07,0.56,5,1.32e-06,0.00236162,1
21737,0.2,7e-07,0.64,5,1.4e-06,0.06985119999999999,1
1365,0.44,5e-07,0.4,5,1.35e-06,9.23e-05,1
18157,0.44,7e-07,0.48,5,1.37e-06,0.13880399999999998,1
23759,0.6,7e-07,0.64,5,1.36e-06,0.00119225,1
3634,0.44,5e-07,0.48,5,1.62e-06,-1.04e-05,1
24090,0.2,7e-07,0.72,5,1.49e-06,0.00534521,1
36,0.2,5e-07,0.4,5,1.61e-06,0.00031822400000000004,1
10070,0.28,5e-07,0.72,5,1.53e-06,0.000181457,1
24198,0.2,7e-07,0.72,5,1.3e-06,0.00028850400000000003,1
4973,0.2,5e-07,0.56,5,1.34e-06,0.00035704300000000003,1
16809,0.2,7e-07,0.48,5,1.68e-06,-3.5600000000000005e-05,1
8571,0.44,5e-07,0.64,5,1.34e-06,0.000551311,1
17641,0.36,7e-07,0.48,5,1.6e-06,-2.55e-05,1
9394,0.6,5e-07,0.64,5,1.31e-06,0.000152855,1
14808,0.28,7e-07,0.4,5,1.68e-06,6.47e-06,1
22141,0.28,7e-07,0.64,5,1.4e-06,0.05304299999999999,1
20903,0.52,7e-07,0.56,5,1.47e-06,0.022235599999999998,1
14591,0.2,7e-07,0.4,5,1.31e-06,0.197319,1
19396,0.2,7e-07,0.56,5,1.3e-06,0.032012599999999995,1
13263,0.44,5e-07,0.8,5,1.55e-06,0.0008544360000000001,1
10194,0.28,5e-07,0.72,5,1.31e-06,0.000352789,1
20145,0.36,7e-07,0.56,5,1.39e-06,0.09206260000000001,1
2517,0.2,5e-07,0.48,5,1.44e-06,3.0299999999999998e-05,1
19681,0.28,7e-07,0.56,5,1.51e-06,0.00010727100000000001,1
15734,0.44,7e-07,0.4,5,1.41e-06,0.00455943,1
14495,0.2,7e-07,0.4,5,1.48e-06,3.79e-05,1
6482,0.52,5e-07,0.56,5,1.51e-06,-2.8000000000000003e-05,1
25318,0.44,7e-07,0.72,5,1.44e-06,0.142724,1
15398,0.36,7e-07,0.4,5,1.3e-06,0.09243,1
11696,0.6,5e-07,0.72,5,1.48e-06,0.000112648,1
13240,0.44,5e-07,0.8,5,1.6e-06,3.19e-05,1
24009,0.2,7e-07,0.72,5,1.68e-06,1.3300000000000001e-05,1
22831,0.44,7e-07,0.64,5,1.62e-06,0.00046271699999999997,1
4048,0.52,5e-07,0.48,5,1.58e-06,0.00046970599999999996,1
10516,0.36,5e-07,0.72,5,1.44e-06,2.15e-05,1
18034,0.44,7e-07,0.48,5,1.62e-06,-5.7499999999999995e-05,1
6803,0.6,5e-07,0.56,5,1.69e-06,-2.18e-05,1
7628,0.28,5e-07,0.64,5,1.63e-06,-5.8099999999999996e-05,1
4017,0.52,5e-07,0.48,5,1.66e-06,6.51e-05,1
10449,0.36,5e-07,0.72,5,1.58e-06,0.000296998,1
8471,0.44,5e-07,0.64,5,1.53e-06,0.00024261900000000002,1
15215,0.36,7e-07,0.4,5,1.66e-06,-6.08e-05,1
7277,0.2,5e-07,0.64,5,1.52e-06,0.000594751,1
18474,0.52,7e-07,0.48,5,1.53e-06,0.000740168,1
15264,0.36,7e-07,0.4,5,1.55e-06,0.00105607,1
143,0.2,5e-07,0.4,5,1.39e-06,0.000259279,1
18877,0.6,7e-07,0.48,5,1.52e-06,0.00043621400000000004,1
927,0.36,5e-07,0.4,5,1.42e-06,0.000183361,1
10899,0.44,5e-07,0.72,5,1.47e-06,1.98e-05,1
17643,0.36,7e-07,0.48,5,1.59e-06,6.01e-05,1
5202,0.28,5e-07,0.56,5,1.69e-06,-2.33e-05,1
13264,0.44,5e-07,0.8,5,1.55e-06,0.000913498,1
6865,0.6,5e-07,0.56,5,1.54e-06,0.000782658,1
15365,0.36,7e-07,0.4,5,1.35e-06,0.287437,1
25376,0.44,7e-07,0.72,5,1.34e-06,0.00036463,1
3399,0.36,5e-07,0.48,5,1.3e-06,0.000407846,1
15712,0.44,7e-07,0.4,5,1.45e-06,0.00050036,1
13382,0.44,5e-07,0.8,5,1.33e-06,0.000342335,1
14139,0.6,5e-07,0.8,5,1.4e-06,0.00262314,1
15293,0.36,7e-07,0.4,5,1.49e-06,0.000412256,1
11384,0.52,5e-07,0.72,5,1.32e-06,8.77e-05,1
5656,0.36,5e-07,0.56,5,1.56e-06,0.000385282,1
8087,0.36,5e-07,0.64,5,1.5e-06,0.000139796,1
5240,0.28,5e-07,0.56,5,1.6e-06,7.219999999999999e-05,1
10969,0.44,5e-07,0.72,5,1.35e-06,0.00046401,1
6113,0.44,5e-07,0.56,5,1.45e-06,8.92e-06,1
19725,0.28,7e-07,0.56,5,1.42e-06,0.0414907,1
24841,0.36,7e-07,0.72,5,1.6e-06,7.15e-05,1
18895,0.6,7e-07,0.48,5,1.48e-06,0.00037229099999999996,1
25269,0.44,7e-07,0.72,5,1.54e-06,0.00123596,1
13324,0.44,5e-07,0.8,5,1.43e-06,0.000151261,1
8809,0.52,5e-07,0.64,5,1.68e-06,0.000156081,1
24088,0.2,7e-07,0.72,5,1.5e-06,0.00404359,1
10071,0.28,5e-07,0.72,5,1.53e-06,0.00011332100000000001,1
941,0.36,5e-07,0.4,5,1.4e-06,0.000407179,1
11387,0.52,5e-07,0.72,5,1.32e-06,0.000126321,1
1775,0.52,5e-07,0.4,5,1.34e-06,0.000492196,1
21296,0.6,7e-07,0.56,5,1.48e-06,0.0262132,1
23665,0.6,7e-07,0.64,5,1.54e-06,0.000627345,1
12118,0.2,5e-07,0.8,5,1.44e-06,2.36e-05,1
7705,0.28,5e-07,0.64,5,1.46e-06,0.00010545,1
2125,0.6,5e-07,0.4,5,1.42e-06,1.22e-05,1
1702,0.52,5e-07,0.4,5,1.47e-06,1.39e-05,1
14847,0.28,7e-07,0.4,5,1.58e-06,0.000316624,1
20417,0.44,7e-07,0.56,5,1.66e-06,6.4e-05,1
174,0.2,5e-07,0.4,5,1.34e-06,6.440000000000001e-05,1
21261,0.6,7e-07,0.56,5,1.55e-06,0.000149989,1
18442,0.52,7e-07,0.48,5,1.6e-06,0.000688346,1
10022,0.28,5e-07,0.72,5,1.64e-06,-1.4499999999999998e-05,1
13333,0.44,5e-07,0.8,5,1.41e-06,0.00020791,1
888,0.36,5e-07,0.4,5,1.5e-06,1.59e-05,1
8837,0.52,5e-07,0.64,5,1.61e-06,0.000149204,1
18493,0.52,7e-07,0.48,5,1.49e-06,0.00100969,1
23317,0.52,7e-07,0.64,5,1.44e-06,0.17959,1
3626,0.44,5e-07,0.48,5,1.63e-06,3.57e-06,1
20943,0.52,7e-07,0.56,5,1.39e-06,0.0469216,1
14434,0.2,7e-07,0.4,5,1.62e-06,0.00020193,1
6863,0.6,5e-07,0.56,5,1.55e-06,0.000794879,1
6034,0.44,5e-07,0.56,5,1.62e-06,0.00021973900000000002,1
18459,0.52,7e-07,0.48,5,1.56e-06,4.26e-05,1
856,0.36,5e-07,0.4,5,1.56e-06,0.000328535,1
22976,0.44,7e-07,0.64,5,1.34e-06,0.000381498,1
7766,0.28,5e-07,0.64,5,1.35e-06,0.000427759,1
6038,0.44,5e-07,0.56,5,1.61e-06,0.000432341,1
19200,0.2,7e-07,0.56,5,1.7e-06,-8.52e-05,1
24568,0.28,7e-07,0.72,5,1.35e-06,0.00048028599999999996,1
10418,0.36,5e-07,0.72,5,1.65e-06,-7.15e-07,1
20479,0.44,7e-07,0.56,5,1.51e-06,0.000246885,1
20579,0.44,7e-07,0.56,5,1.33e-06,0.00613889,1
8898,0.52,5e-07,0.64,5,1.48e-06,-1.4599999999999999e-05,1
14825,0.28,7e-07,0.4,5,1.64e-06,4.69e-07,1
14158,0.6,5e-07,0.8,5,1.37e-06,0.005468,1
20426,0.44,7e-07,0.56,5,1.63e-06,-5.3200000000000006e-05,1
23735,0.6,7e-07,0.64,5,1.41e-06,0.020937900000000002,1
18128,0.44,7e-07,0.48,5,1.42e-06,0.0465223,1
22560,0.36,7e-07,0.64,5,1.36e-06,0.0201415,1
22940,0.44,7e-07,0.64,5,1.4e-06,0.0419013,1
1342,0.44,5e-07,0.4,5,1.39e-06,2.8300000000000003e-05,1
10060,0.28,5e-07,0.72,5,1.56e-06,0.0007647260000000001,1
22492,0.36,7e-07,0.64,5,1.49e-06,0.0029003,1
19638,0.28,7e-07,0.56,5,1.61e-06,8.690000000000001e-05,1
3281,0.36,5e-07,0.48,5,1.51e-06,0.00022140299999999998,1
13246,0.44,5e-07,0.8,5,1.59e-06,8.18e-05,1
23344,0.52,7e-07,0.64,5,1.39e-06,0.021438099999999998,1
3396,0.36,5e-07,0.48,5,1.3e-06,0.00035921,1
12822,0.36,5e-07,0.8,5,1.64e-06,0.000138062,1
3311,0.36,5e-07,0.48,5,1.45e-06,0.000132764,1
22412,0.36,7e-07,0.64,5,1.67e-06,5.6899999999999994e-05,1
14910,0.28,7e-07,0.4,5,1.45e-06,0.00018699099999999999,1
114,0.2,5e-07,0.4,5,1.45e-06,0.000185201,1
13267,0.44,5e-07,0.8,5,1.54e-06,0.0009684030000000001,1
20531,0.44,7e-07,0.56,5,1.41e-06,0.182176,1
23699,0.6,7e-07,0.64,5,1.47e-06,0.134405,1
20873,0.52,7e-07,0.56,5,1.53e-06,0.000173422,1
18451,0.52,7e-07,0.48,5,1.58e-06,0.000324654,1
11783,0.6,5e-07,0.72,5,1.33e-06,0.000214185,1
9728,0.2,5e-07,0.72,5,1.42e-06,0.00010457299999999999,1
22520,0.36,7e-07,0.64,5,1.43e-06,0.134403,1
1657,0.52,5e-07,0.4,5,1.56e-06,0.000648826,1
7292,0.2,5e-07,0.64,5,1.49e-06,4.14e-05,1
1765,0.52,5e-07,0.4,5,1.35e-06,6.53e-05,1
19344,0.2,7e-07,0.56,5,1.39e-06,0.0840488,1
17363,0.28,7e-07,0.48,5,1.36e-06,0.115809,1
13616,0.52,5e-07,0.8,5,1.66e-06,6.02e-05,1
17630,0.36,7e-07,0.48,5,1.62e-06,0.000213385,1
6880,0.6,5e-07,0.56,5,1.51e-06,4.34e-05,1
23293,0.52,7e-07,0.64,5,1.49e-06,0.0248144,1
10987,0.44,5e-07,0.72,5,1.32e-06,0.000295182,1
8990,0.52,5e-07,0.64,5,1.31e-06,9.6e-05,1
1698,0.52,5e-07,0.4,5,1.48e-06,3.29e-06,1
6529,0.52,5e-07,0.56,5,1.42e-06,9.259999999999999e-05,1
18007,0.44,7e-07,0.48,5,1.68e-06,-5.56e-05,1
20588,0.44,7e-07,0.56,5,1.32e-06,0.00010041600000000001,1
14443,0.2,7e-07,0.4,5,1.59e-06,0.000704223,1
948,0.36,5e-07,0.4,5,1.38e-06,0.000178107,1
16465,0.6,7e-07,0.4,5,1.54e-06,0.000278482,1
1258,0.44,5e-07,0.4,5,1.56e-06,0.000622726,1
488,0.28,5e-07,0.4,5,1.5e-06,0.000139035,1
870,0.36,5e-07,0.4,5,1.53e-06,0.000817059,1
11275,0.52,5e-07,0.72,5,1.52e-06,0.000595887,1
12441,0.28,5e-07,0.8,5,1.6e-06,2.4299999999999998e-05,1
7638,0.28,5e-07,0.64,5,1.61e-06,0.000315918,1
24434,0.28,7e-07,0.72,5,1.62e-06,0.000365418,1
20421,0.44,7e-07,0.56,5,1.65e-06,-8.02e-06,1
11711,0.6,5e-07,0.72,5,1.45e-06,9.1e-06,1
23618,0.6,7e-07,0.64,5,1.65e-06,7.859999999999999e-05,1
1278,0.44,5e-07,0.4,5,1.52e-06,-1.95e-05,1
8007,0.36,5e-07,0.64,5,1.68e-06,6.8e-05,1
10874,0.44,5e-07,0.72,5,1.53e-06,6.27e-05,1
2590,0.2,5e-07,0.48,5,1.31e-06,0.000257997,1
5350,0.28,5e-07,0.56,5,1.38e-06,0.00028890299999999997,1
24469,0.28,7e-07,0.72,5,1.54e-06,0.0008266,1
4101,0.52,5e-07,0.48,5,1.47e-06,0.000292512,1
23383,0.52,7e-07,0.64,5,1.33e-06,0.00017865400000000001,1
3351,0.36,5e-07,0.48,5,1.38e-06,0.000600933,1
21726,0.2,7e-07,0.64,5,1.42e-06,0.0994951,1
9315,0.6,5e-07,0.64,5,1.44e-06,-1.26e-05,1
21723,0.2,7e-07,0.64,5,1.43e-06,0.08320889999999999,1
6016,0.44,5e-07,0.56,5,1.66e-06,0.000152516,1
10906,0.44,5e-07,0.72,5,1.46e-06,-1.56e-05,1
23633,0.6,7e-07,0.64,5,1.62e-06,6.65e-05,1
21337,0.6,7e-07,0.56,5,1.4e-06,0.027610900000000004,1
10800,0.44,5e-07,0.72,5,1.7e-06,6.3e-05,1
7384,0.2,5e-07,0.64,5,1.32e-06,0.000713365,1
6576,0.52,5e-07,0.56,5,1.34e-06,0.000727103,1
1375,0.44,5e-07,0.4,5,1.34e-06,0.000608674,1
7737,0.28,5e-07,0.64,5,1.4e-06,5.8599999999999995e-05,1
19354,0.2,7e-07,0.56,5,1.37e-06,0.045145,1
13677,0.52,5e-07,0.8,5,1.52e-06,-1.42e-05,1
21226,0.6,7e-07,0.56,5,1.63e-06,0.000283317,1
529,0.28,5e-07,0.4,5,1.42e-06,0.000114882,1
12182,0.2,5e-07,0.8,5,1.33e-06,0.000294776,1
3340,0.36,5e-07,0.48,5,1.4e-06,5.28e-05,1
10420,0.36,5e-07,0.72,5,1.65e-06,5.45e-05,1
8947,0.52,5e-07,0.64,5,1.39e-06,0.000104626,1
9247,0.6,5e-07,0.64,5,1.58e-06,0.000127349,1
866,0.36,5e-07,0.4,5,1.54e-06,0.00088917,1
11644,0.6,5e-07,0.72,5,1.59e-06,0.000312741,1
9339,0.6,5e-07,0.64,5,1.4e-06,0.00012010100000000001,1
2818,0.28,5e-07,0.48,5,1.65e-06,8.43e-05,1
111,0.2,5e-07,0.4,5,1.45e-06,0.00016275,1
6518,0.52,5e-07,0.56,5,1.44e-06,5.94e-05,1
12941,0.36,5e-07,0.8,5,1.4e-06,0.000416552,1
24453,0.28,7e-07,0.72,5,1.57e-06,0.000702191,1
533,0.28,5e-07,0.4,5,1.41e-06,0.000183427,1
16929,0.2,7e-07,0.48,5,1.42e-06,0.0008975739999999999,1
5315,0.28,5e-07,0.56,5,1.44e-06,0.000154802,1
10857,0.44,5e-07,0.72,5,1.56e-06,0.000454686,1
17791,0.36,7e-07,0.48,5,1.31e-06,0.0373092,1
8416,0.44,5e-07,0.64,5,1.66e-06,-5.2600000000000005e-05,1
1200,0.44,5e-07,0.4,5,1.7e-06,-2.58e-05,1
1613,0.52,5e-07,0.4,5,1.67e-06,1.09e-05,1
20890,0.52,7e-07,0.56,5,1.49e-06,0.00095032,1
10902,0.44,5e-07,0.72,5,1.47e-06,4.05e-08,1
9636,0.2,5e-07,0.72,5,1.61e-06,0.000316663,1
1665,0.52,5e-07,0.4,5,1.54e-06,7.77e-05,1
18030,0.44,7e-07,0.48,5,1.62e-06,-5.85e-06,1
21735,0.2,7e-07,0.64,5,1.41e-06,0.0814939,1
22070,0.28,7e-07,0.64,5,1.53e-06,5.9699999999999994e-05,1
13390,0.44,5e-07,0.8,5,1.31e-06,0.000270341,1
17624,0.36,7e-07,0.48,5,1.64e-06,0.000280897,1
14925,0.28,7e-07,0.4,5,1.42e-06,0.000324584,1
15278,0.36,7e-07,0.4,5,1.52e-06,0.00023391900000000002,1
1332,0.44,5e-07,0.4,5,1.41e-06,0.000209902,1
19342,0.2,7e-07,0.56,5,1.39e-06,0.0919864,1
12890,0.36,5e-07,0.8,5,1.49e-06,0.000139363,1
16515,0.6,7e-07,0.4,5,1.44e-06,0.00325399,1
22988,0.44,7e-07,0.64,5,1.32e-06,0.00016279,1
2086,0.6,5e-07,0.4,5,1.5e-06,0.000118312,1
21228,0.6,7e-07,0.56,5,1.63e-06,0.000411352,1
3654,0.44,5e-07,0.48,5,1.57e-06,0.000744365,1
