,Fill Factor,Pitch,Duty Cycle,Theta,Lambda,Transmission,Mode
7316,0.2,5e-07,0.64,5,1.44e-06,3.46e-05,1
22447,0.36,7e-07,0.64,5,1.58e-06,-2.6000000000000002e-05,1
5324,0.28,5e-07,0.56,5,1.43e-06,4.03e-05,1
9744,0.2,5e-07,0.72,5,1.39e-06,0.000379735,1
17309,0.28,7e-07,0.48,5,1.45e-06,0.000530471,1
16491,0.6,7e-07,0.4,5,1.49e-06,9.82e-05,1
23217,0.52,7e-07,0.64,5,1.66e-06,-5.01e-05,1
15349,0.36,7e-07,0.4,5,1.38e-06,0.0405777,1
24979,0.36,7e-07,0.72,5,1.33e-06,0.000372849,1
23207,0.52,7e-07,0.64,5,1.68e-06,-1.04e-05,1
8530,0.44,5e-07,0.64,5,1.42e-06,9.08e-05,1
146,0.2,5e-07,0.4,5,1.39e-06,0.000411283,1
22870,0.44,7e-07,0.64,5,1.53e-06,0.000262763,1
1707,0.52,5e-07,0.4,5,1.46e-06,0.00012183200000000001,1
18152,0.44,7e-07,0.48,5,1.38e-06,0.20679,1
455,0.28,5e-07,0.4,5,1.57e-06,2.75e-05,1
25232,0.44,7e-07,0.72,5,1.62e-06,0.000154714,1
18460,0.52,7e-07,0.48,5,1.56e-06,0.000108244,1
24084,0.2,7e-07,0.72,5,1.5e-06,0.00253749,1
22062,0.28,7e-07,0.64,5,1.55e-06,0.000652064,1
6596,0.52,5e-07,0.56,5,1.3e-06,0.000621475,1
10571,0.36,5e-07,0.72,5,1.34e-06,0.000886362,1
17757,0.36,7e-07,0.48,5,1.37e-06,0.173974,1
20526,0.44,7e-07,0.56,5,1.42e-06,0.151679,1
10891,0.44,5e-07,0.72,5,1.49e-06,-8.58e-06,1
20172,0.36,7e-07,0.56,5,1.34e-06,0.0348497,1
22057,0.28,7e-07,0.64,5,1.56e-06,0.000412309,1
25231,0.44,7e-07,0.72,5,1.62e-06,0.000215043,1
5200,0.28,5e-07,0.56,5,1.7e-06,-3.17e-05,1
25289,0.44,7e-07,0.72,5,1.49e-06,0.0342763,1
511,0.28,5e-07,0.4,5,1.45e-06,0.00023078200000000001,1
24514,0.28,7e-07,0.72,5,1.45e-06,0.15798,1
18847,0.6,7e-07,0.48,5,1.58e-06,0.00011508,1
22849,0.44,7e-07,0.64,5,1.58e-06,0.00041291300000000005,1
8449,0.44,5e-07,0.64,5,1.58e-06,-4.39e-05,1
2596,0.2,5e-07,0.48,5,1.3e-06,0.000454529,1
14498,0.2,7e-07,0.4,5,1.48e-06,5.96e-05,1
14040,0.6,5e-07,0.8,5,1.6e-06,2.6300000000000002e-05,1
20072,0.36,7e-07,0.56,5,1.53e-06,0.0005004769999999999,1
7654,0.28,5e-07,0.64,5,1.57e-06,-3.07e-07,1
12553,0.28,5e-07,0.8,5,1.37e-06,0.00052942,1
11397,0.52,5e-07,0.72,5,1.3e-06,9.570000000000001e-05,1
23313,0.52,7e-07,0.64,5,1.45e-06,0.17970899999999998,1
10447,0.36,5e-07,0.72,5,1.58e-06,0.00016042200000000002,1
4561,0.6,5e-07,0.48,5,1.36e-06,5.47e-05,1
13229,0.44,5e-07,0.8,5,1.63e-06,-2.4299999999999998e-05,1
6566,0.52,5e-07,0.56,5,1.35e-06,0.00038325699999999997,1
10471,0.36,5e-07,0.72,5,1.53e-06,-2.8e-06,1
2595,0.2,5e-07,0.48,5,1.31e-06,0.000440562,1
22487,0.36,7e-07,0.64,5,1.5e-06,0.00173406,1
17741,0.36,7e-07,0.48,5,1.4e-06,0.136371,1
24426,0.28,7e-07,0.72,5,1.63e-06,0.000311604,1
4879,0.2,5e-07,0.56,5,1.51e-06,8.120000000000001e-05,1
23278,0.52,7e-07,0.64,5,1.52e-06,0.00138454,1
15720,0.44,7e-07,0.4,5,1.43e-06,0.000129541,1
1337,0.44,5e-07,0.4,5,1.4e-06,0.000130898,1
21700,0.2,7e-07,0.64,5,1.47e-06,0.0031,1
9210,0.6,5e-07,0.64,5,1.67e-06,-7.23e-05,1
6530,0.52,5e-07,0.56,5,1.42e-06,8.209999999999999e-05,1
21380,0.6,7e-07,0.56,5,1.33e-06,0.0009686139999999999,1
9771,0.2,5e-07,0.72,5,1.34e-06,0.0006558530000000001,1
22582,0.36,7e-07,0.64,5,1.33e-06,0.000391136,1
68,0.2,5e-07,0.4,5,1.54e-06,0.00014882600000000001,1
23378,0.52,7e-07,0.64,5,1.33e-06,0.00010276899999999999,1
10560,0.36,5e-07,0.72,5,1.36e-06,0.0007751289999999999,1
23624,0.6,7e-07,0.64,5,1.64e-06,0.000316074,1
25379,0.44,7e-07,0.72,5,1.33e-06,0.00029754099999999996,1
23794,0.6,7e-07,0.64,5,1.31e-06,0.00010730100000000001,1
1271,0.44,5e-07,0.4,5,1.53e-06,0.000164373,1
22905,0.44,7e-07,0.64,5,1.46e-06,0.06517669999999999,1
18448,0.52,7e-07,0.48,5,1.58e-06,0.000560603,1
4057,0.52,5e-07,0.48,5,1.56e-06,4.36e-05,1
25350,0.44,7e-07,0.72,5,1.38e-06,0.000120914,1
15340,0.36,7e-07,0.4,5,1.4e-06,0.00241189,1
18983,0.6,7e-07,0.48,5,1.33e-06,0.0027595,1
18160,0.44,7e-07,0.48,5,1.36e-06,0.10705899999999999,1
8461,0.44,5e-07,0.64,5,1.55e-06,0.000621294,1
5616,0.36,5e-07,0.56,5,1.66e-06,0.000154518,1
19665,0.28,7e-07,0.56,5,1.54e-06,0.000100801,1
5280,0.28,5e-07,0.56,5,1.51e-06,0.000457471,1
15362,0.36,7e-07,0.4,5,1.36e-06,0.242524,1
9331,0.6,5e-07,0.64,5,1.41e-06,0.000262448,1
548,0.28,5e-07,0.4,5,1.38e-06,0.00068619,1
12059,0.2,5e-07,0.8,5,1.56e-06,5.2900000000000005e-05,1
6055,0.44,5e-07,0.56,5,1.57e-06,0.00014884299999999998,1
5732,0.36,5e-07,0.56,5,1.41e-06,0.00019280000000000002,1
20474,0.44,7e-07,0.56,5,1.53e-06,2.0399999999999998e-05,1
22199,0.28,7e-07,0.64,5,1.3e-06,0.000229961,1
19393,0.2,7e-07,0.56,5,1.31e-06,0.03281459999999999,1
6824,0.6,5e-07,0.56,5,1.64e-06,0.000176829,1
12505,0.28,5e-07,0.8,5,1.46e-06,-6.98e-06,1
4007,0.52,5e-07,0.48,5,1.68e-06,9.36e-06,1
182,0.2,5e-07,0.4,5,1.33e-06,0.000302448,1
16116,0.52,7e-07,0.4,5,1.44e-06,0.000294997,1
8433,0.44,5e-07,0.64,5,1.62e-06,0.00047614900000000004,1
17656,0.36,7e-07,0.48,5,1.56e-06,0.00125361,1
23232,0.52,7e-07,0.64,5,1.62e-06,0.00041117800000000005,1
14862,0.28,7e-07,0.4,5,1.55e-06,0.00028401,1
8953,0.52,5e-07,0.64,5,1.37e-06,0.00032299900000000003,1
8503,0.44,5e-07,0.64,5,1.47e-06,-2.2699999999999998e-07,1
18559,0.52,7e-07,0.48,5,1.36e-06,0.03988730000000001,1
22593,0.36,7e-07,0.64,5,1.31e-06,0.000249422,1
3389,0.36,5e-07,0.48,5,1.32e-06,0.000447552,1
4571,0.6,5e-07,0.48,5,1.34e-06,0.000370809,1
13386,0.44,5e-07,0.8,5,1.32e-06,0.00029625,1
9304,0.6,5e-07,0.64,5,1.46e-06,0.00012211,1
18022,0.44,7e-07,0.48,5,1.64e-06,0.00020747900000000002,1
16039,0.52,7e-07,0.4,5,1.6e-06,3.84e-05,1
10465,0.36,5e-07,0.72,5,1.54e-06,0.000198085,1
20188,0.36,7e-07,0.56,5,1.32e-06,0.00547257,1
914,0.36,5e-07,0.4,5,1.45e-06,4.45e-05,1
14455,0.2,7e-07,0.4,5,1.57e-06,0.00037230699999999994,1
13279,0.44,5e-07,0.8,5,1.51e-06,5.56e-05,1
12132,0.2,5e-07,0.8,5,1.41e-06,0.000157188,1
13742,0.52,5e-07,0.8,5,1.39e-06,0.000521254,1
17753,0.36,7e-07,0.48,5,1.37e-06,0.21018299999999998,1
22562,0.36,7e-07,0.64,5,1.36e-06,0.016699099999999998,1
23666,0.6,7e-07,0.64,5,1.54e-06,0.00072677,1
15321,0.36,7e-07,0.4,5,1.43e-06,0.000470489,1
17789,0.36,7e-07,0.48,5,1.32e-06,0.0422755,1
17236,0.28,7e-07,0.48,5,1.61e-06,0.00024488900000000003,1
1224,0.44,5e-07,0.4,5,1.64e-06,0.00021276,1
4035,0.52,5e-07,0.48,5,1.61e-06,0.000238756,1
9672,0.2,5e-07,0.72,5,1.53e-06,-3.57e-06,1
13789,0.52,5e-07,0.8,5,1.32e-06,0.00029022,1
20902,0.52,7e-07,0.56,5,1.47e-06,0.0180108,1
19220,0.2,7e-07,0.56,5,1.65e-06,0.000260241,1
21215,0.6,7e-07,0.56,5,1.66e-06,-8.240000000000001e-05,1
6008,0.44,5e-07,0.56,5,1.68e-06,6.61e-05,1
1619,0.52,5e-07,0.4,5,1.65e-06,5.45e-05,1
10877,0.44,5e-07,0.72,5,1.52e-06,0.000122199,1
4517,0.6,5e-07,0.48,5,1.44e-06,3.6200000000000006e-05,1
17745,0.36,7e-07,0.48,5,1.39e-06,0.19376300000000002,1
16892,0.2,7e-07,0.48,5,1.49e-06,0.000426166,1
24189,0.2,7e-07,0.72,5,1.32e-06,0.000415848,1
25241,0.44,7e-07,0.72,5,1.6e-06,0.000240045,1
3780,0.44,5e-07,0.48,5,1.33e-06,0.00047445699999999996,1
2879,0.28,5e-07,0.48,5,1.51e-06,9.13e-06,1
24499,0.28,7e-07,0.72,5,1.47e-06,0.043622,1
17386,0.28,7e-07,0.48,5,1.32e-06,0.0560711,1
22147,0.28,7e-07,0.64,5,1.39e-06,0.0383609,1
22858,0.44,7e-07,0.64,5,1.56e-06,0.000807054,1
9200,0.6,5e-07,0.64,5,1.7e-06,-6.49e-05,1
1325,0.44,5e-07,0.4,5,1.42e-06,0.00018177599999999998,1
12855,0.36,5e-07,0.8,5,1.57e-06,0.00017877099999999999,1
7757,0.28,5e-07,0.64,5,1.37e-06,0.000349132,1
11228,0.52,5e-07,0.72,5,1.63e-06,0.000137718,1
3737,0.44,5e-07,0.48,5,1.4e-06,0.000185682,1
12035,0.2,5e-07,0.8,5,1.61e-06,1.0300000000000001e-05,1
2095,0.6,5e-07,0.4,5,1.48e-06,0.00017303400000000002,1
967,0.36,5e-07,0.4,5,1.35e-06,0.0007316930000000001,1
12004,0.2,5e-07,0.8,5,1.69e-06,-6.3e-05,1
14820,0.28,7e-07,0.4,5,1.65e-06,-5.5700000000000005e-05,1
11363,0.52,5e-07,0.72,5,1.36e-06,0.000850365,1
24402,0.28,7e-07,0.72,5,1.69e-06,2.24e-06,1
20153,0.36,7e-07,0.56,5,1.37e-06,0.052766099999999996,1
2837,0.28,5e-07,0.48,5,1.61e-06,3.72e-05,1
8072,0.36,5e-07,0.64,5,1.53e-06,0.000509372,1
4420,0.6,5e-07,0.48,5,1.65e-06,-2.37e-05,1
10819,0.44,5e-07,0.72,5,1.65e-06,4.99e-06,1
15682,0.44,7e-07,0.4,5,1.51e-06,0.000404361,1
476,0.28,5e-07,0.4,5,1.52e-06,0.000991438,1
18011,0.44,7e-07,0.48,5,1.67e-06,1.53e-05,1
22406,0.36,7e-07,0.64,5,1.68e-06,2.52e-05,1
9348,0.6,5e-07,0.64,5,1.38e-06,0.000357238,1
6081,0.44,5e-07,0.56,5,1.51e-06,0.000168042,1
23652,0.6,7e-07,0.64,5,1.57e-06,0.000636767,1
24444,0.28,7e-07,0.72,5,1.59e-06,0.000118908,1
22421,0.36,7e-07,0.64,5,1.65e-06,-4.85e-05,1
8163,0.36,5e-07,0.64,5,1.36e-06,0.000455292,1
24020,0.2,7e-07,0.72,5,1.65e-06,-1.39e-05,1
25373,0.44,7e-07,0.72,5,1.34e-06,0.000321896,1
3350,0.36,5e-07,0.48,5,1.38e-06,0.000548693,1
25206,0.44,7e-07,0.72,5,1.68e-06,-6.82e-05,1
10120,0.28,5e-07,0.72,5,1.43e-06,3.35e-05,1
20089,0.36,7e-07,0.56,5,1.49e-06,0.000765116,1
3619,0.44,5e-07,0.48,5,1.65e-06,7.44e-05,1
23715,0.6,7e-07,0.64,5,1.44e-06,0.17316199999999998,1
18921,0.6,7e-07,0.48,5,1.43e-06,0.104276,1
23263,0.52,7e-07,0.64,5,1.55e-06,8.23e-05,1
15611,0.44,7e-07,0.4,5,1.67e-06,-6.51e-05,1
21666,0.2,7e-07,0.64,5,1.54e-06,0.000613344,1
18092,0.44,7e-07,0.48,5,1.49e-06,0.000189045,1
6903,0.6,5e-07,0.56,5,1.47e-06,2.7300000000000003e-05,1
17714,0.36,7e-07,0.48,5,1.45e-06,0.000510328,1
9743,0.2,5e-07,0.72,5,1.39e-06,0.00038970599999999997,1
7357,0.2,5e-07,0.64,5,1.37e-06,0.00039459699999999995,1
14151,0.6,5e-07,0.8,5,1.38e-06,0.00629693,1
17766,0.36,7e-07,0.48,5,1.35e-06,0.100021,1
12845,0.36,5e-07,0.8,5,1.59e-06,0.000296513,1
7358,0.2,5e-07,0.64,5,1.37e-06,0.00040986699999999996,1
2566,0.2,5e-07,0.48,5,1.35e-06,0.000727723,1
14006,0.6,5e-07,0.8,5,1.68e-06,-7.56e-05,1
19688,0.28,7e-07,0.56,5,1.5e-06,0.000150455,1
1333,0.44,5e-07,0.4,5,1.41e-06,0.000201325,1
18572,0.52,7e-07,0.48,5,1.34e-06,0.0201608,1
15391,0.36,7e-07,0.4,5,1.31e-06,0.168495,1
1715,0.52,5e-07,0.4,5,1.44e-06,0.000200805,1
7747,0.28,5e-07,0.64,5,1.39e-06,0.000139853,1
19668,0.28,7e-07,0.56,5,1.54e-06,0.000368581,1
22037,0.28,7e-07,0.64,5,1.61e-06,0.000758816,1
480,0.28,5e-07,0.4,5,1.51e-06,0.0007576519999999999,1
17273,0.28,7e-07,0.48,5,1.53e-06,4.35e-05,1
1714,0.52,5e-07,0.4,5,1.45e-06,0.000204245,1
1731,0.52,5e-07,0.4,5,1.41e-06,1.86e-05,1
12144,0.2,5e-07,0.8,5,1.39e-06,0.000346496,1
22018,0.28,7e-07,0.64,5,1.65e-06,3.46e-05,1
2058,0.6,5e-07,0.4,5,1.56e-06,1.95e-05,1
9778,0.2,5e-07,0.72,5,1.33e-06,0.000633723,1
25295,0.44,7e-07,0.72,5,1.48e-06,0.08072,1
22892,0.44,7e-07,0.64,5,1.49e-06,0.00711264,1
18105,0.44,7e-07,0.48,5,1.46e-06,0.0004927880000000001,1
15648,0.44,7e-07,0.4,5,1.58e-06,0.000186628,1
14510,0.2,7e-07,0.4,5,1.45e-06,0.000266009,1
2172,0.6,5e-07,0.4,5,1.34e-06,0.000719405,1
24191,0.2,7e-07,0.72,5,1.31e-06,0.000346595,1
1353,0.44,5e-07,0.4,5,1.37e-06,0.000229856,1
6555,0.52,5e-07,0.56,5,1.37e-06,0.00018475400000000003,1
6940,0.6,5e-07,0.56,5,1.4e-06,0.000271278,1
2145,0.6,5e-07,0.4,5,1.39e-06,7.68e-07,1
18949,0.6,7e-07,0.48,5,1.38e-06,0.0154935,1
18926,0.6,7e-07,0.48,5,1.42e-06,0.131353,1
4984,0.2,5e-07,0.56,5,1.32e-06,0.000257085,1
4452,0.6,5e-07,0.48,5,1.57e-06,3.9899999999999996e-07,1
22193,0.28,7e-07,0.64,5,1.31e-06,0.00035539800000000004,1
10807,0.44,5e-07,0.72,5,1.68e-06,0.00010756,1
11717,0.6,5e-07,0.72,5,1.44e-06,7.57e-05,1
5613,0.36,5e-07,0.56,5,1.67e-06,0.000104014,1
4970,0.2,5e-07,0.56,5,1.35e-06,0.00026247200000000003,1
18558,0.52,7e-07,0.48,5,1.37e-06,0.043676599999999996,1
808,0.36,5e-07,0.4,5,1.68e-06,6.69e-06,1
16835,0.2,7e-07,0.48,5,1.61e-06,0.000546643,1
20577,0.44,7e-07,0.56,5,1.33e-06,0.0112832,1
4414,0.6,5e-07,0.48,5,1.66e-06,5.31e-05,1
2899,0.28,5e-07,0.48,5,1.47e-06,0.00016015700000000002,1
20951,0.52,7e-07,0.56,5,1.38e-06,0.0285558,1
19621,0.28,7e-07,0.56,5,1.65e-06,0.000256531,1
8982,0.52,5e-07,0.64,5,1.33e-06,0.000892225,1
2877,0.28,5e-07,0.48,5,1.52e-06,8.71e-05,1
18560,0.52,7e-07,0.48,5,1.36e-06,0.0364846,1
19329,0.2,7e-07,0.56,5,1.42e-06,0.038361,1
3720,0.44,5e-07,0.48,5,1.43e-06,0.000129658,1
8586,0.44,5e-07,0.64,5,1.32e-06,0.0005543109999999999,1
8842,0.52,5e-07,0.64,5,1.6e-06,-2.18e-05,1
11253,0.52,5e-07,0.72,5,1.57e-06,-1.6800000000000002e-05,1
20986,0.52,7e-07,0.56,5,1.32e-06,0.000210626,1
16054,0.52,7e-07,0.4,5,1.57e-06,0.00071898,1
12180,0.2,5e-07,0.8,5,1.33e-06,0.00031842,1
4079,0.52,5e-07,0.48,5,1.51e-06,0.000492575,1
3710,0.44,5e-07,0.48,5,1.45e-06,0.000214884,1
24919,0.36,7e-07,0.72,5,1.44e-06,0.156142,1
8175,0.36,5e-07,0.64,5,1.34e-06,0.000802631,1
16158,0.52,7e-07,0.4,5,1.37e-06,0.156857,1
12550,0.28,5e-07,0.8,5,1.38e-06,0.000501714,1
13654,0.52,5e-07,0.8,5,1.57e-06,-4.8200000000000006e-05,1
12585,0.28,5e-07,0.8,5,1.32e-06,0.000293594,1
12479,0.28,5e-07,0.8,5,1.51e-06,0.00032866199999999996,1
19791,0.28,7e-07,0.56,5,1.31e-06,0.0251666,1
22845,0.44,7e-07,0.64,5,1.59e-06,-1.6e-05,1
4850,0.2,5e-07,0.56,5,1.58e-06,0.00048467199999999996,1
4966,0.2,5e-07,0.56,5,1.35e-06,0.000123969,1
5684,0.36,5e-07,0.56,5,1.5e-06,0.000554054,1
5655,0.36,5e-07,0.56,5,1.57e-06,0.00046450800000000003,1
14010,0.6,5e-07,0.8,5,1.67e-06,-2.52e-05,1
10,0.2,5e-07,0.4,5,1.67e-06,8.58e-05,1
24437,0.28,7e-07,0.72,5,1.61e-06,0.000138046,1
14433,0.2,7e-07,0.4,5,1.62e-06,0.000152532,1
11641,0.6,5e-07,0.72,5,1.6e-06,0.000227186,1
2453,0.2,5e-07,0.48,5,1.57e-06,6.29e-05,1
15600,0.44,7e-07,0.4,5,1.7e-06,-8.13e-05,1
23612,0.6,7e-07,0.64,5,1.67e-06,-7e-05,1
1680,0.52,5e-07,0.4,5,1.51e-06,0.000422705,1
8529,0.44,5e-07,0.64,5,1.42e-06,8.92e-05,1
18984,0.6,7e-07,0.48,5,1.32e-06,0.00282788,1
19323,0.2,7e-07,0.56,5,1.43e-06,0.0123527,1
8851,0.52,5e-07,0.64,5,1.58e-06,0.00017184,1
12108,0.2,5e-07,0.8,5,1.46e-06,1.43e-06,1
25270,0.44,7e-07,0.72,5,1.53e-06,0.00126051,1
16042,0.52,7e-07,0.4,5,1.6e-06,0.000185087,1
10474,0.36,5e-07,0.72,5,1.53e-06,8.49e-05,1
6978,0.6,5e-07,0.56,5,1.33e-06,0.00208607,1
19659,0.28,7e-07,0.56,5,1.56e-06,0.000134351,1
17258,0.28,7e-07,0.48,5,1.56e-06,0.00116702,1
6117,0.44,5e-07,0.56,5,1.44e-06,3.35e-06,1
14147,0.6,5e-07,0.8,5,1.39e-06,0.00524537,1
20909,0.52,7e-07,0.56,5,1.45e-06,0.0609915,1
20435,0.44,7e-07,0.56,5,1.61e-06,0.000518302,1
424,0.28,5e-07,0.4,5,1.64e-06,0.000136942,1
2417,0.2,5e-07,0.48,5,1.66e-06,6.709999999999999e-05,1
23770,0.6,7e-07,0.64,5,1.35e-06,6.929999999999999e-05,1
12880,0.36,5e-07,0.8,5,1.51e-06,3.8299999999999996e-05,1
16549,0.6,7e-07,0.4,5,1.38e-06,0.0216772,1
4848,0.2,5e-07,0.56,5,1.58e-06,0.000310554,1
22868,0.44,7e-07,0.64,5,1.54e-06,6.14e-05,1
10148,0.28,5e-07,0.72,5,1.38e-06,0.000326702,1
2868,0.28,5e-07,0.48,5,1.54e-06,0.000724008,1
10526,0.36,5e-07,0.72,5,1.42e-06,8.32e-05,1
11609,0.6,5e-07,0.72,5,1.68e-06,-4.93e-05,1
17756,0.36,7e-07,0.48,5,1.37e-06,0.183705,1
12033,0.2,5e-07,0.8,5,1.62e-06,0.00010138,1
17743,0.36,7e-07,0.48,5,1.39e-06,0.167757,1
21297,0.6,7e-07,0.56,5,1.48e-06,0.0323332,1
3617,0.44,5e-07,0.48,5,1.66e-06,6.7e-05,1
18502,0.52,7e-07,0.48,5,1.47e-06,4.96e-05,1
573,0.28,5e-07,0.4,5,1.34e-06,0.000453884,1
13646,0.52,5e-07,0.8,5,1.59e-06,0.00013246700000000002,1
22503,0.36,7e-07,0.64,5,1.47e-06,0.0201072,1
24579,0.28,7e-07,0.72,5,1.33e-06,0.000400477,1
10570,0.36,5e-07,0.72,5,1.35e-06,0.00087557,1
21793,0.2,7e-07,0.64,5,1.31e-06,0.000206005,1
20090,0.36,7e-07,0.56,5,1.49e-06,0.000884978,1
1309,0.44,5e-07,0.4,5,1.45e-06,8.33e-06,1
13697,0.52,5e-07,0.8,5,1.48e-06,2.33e-05,1
3206,0.36,5e-07,0.48,5,1.68e-06,-1.24e-05,1
5749,0.36,5e-07,0.56,5,1.38e-06,0.00018696099999999997,1
10167,0.28,5e-07,0.72,5,1.35e-06,0.000629531,1
16092,0.52,7e-07,0.4,5,1.49e-06,2.52e-05,1
5664,0.36,5e-07,0.56,5,1.55e-06,-2.09e-05,1
16401,0.6,7e-07,0.4,5,1.7e-06,-9.63e-05,1
20427,0.44,7e-07,0.56,5,1.63e-06,-3.5799999999999996e-05,1
19392,0.2,7e-07,0.56,5,1.31e-06,0.0337569,1
128,0.2,5e-07,0.4,5,1.42e-06,0.000128241,1
16443,0.6,7e-07,0.4,5,1.59e-06,0.00039841599999999996,1
904,0.36,5e-07,0.4,5,1.46e-06,0.00022821099999999997,1
6583,0.52,5e-07,0.56,5,1.33e-06,0.000383528,1
12470,0.28,5e-07,0.8,5,1.53e-06,0.0008773839999999999,1
11694,0.6,5e-07,0.72,5,1.48e-06,0.000147061,1
6486,0.52,5e-07,0.56,5,1.5e-06,6.45e-05,1
8490,0.44,5e-07,0.64,5,1.49e-06,0.000310909,1
531,0.28,5e-07,0.4,5,1.41e-06,0.000141269,1
20823,0.52,7e-07,0.56,5,1.64e-06,-4.4e-05,1
1743,0.52,5e-07,0.4,5,1.39e-06,0.00034260000000000003,1
22428,0.36,7e-07,0.64,5,1.63e-06,0.000194533,1
17271,0.28,7e-07,0.48,5,1.53e-06,0.000183671,1
11223,0.52,5e-07,0.72,5,1.64e-06,0.000110263,1
17352,0.28,7e-07,0.48,5,1.38e-06,0.16403199999999998,1
15659,0.44,7e-07,0.4,5,1.56e-06,0.00112596,1
15662,0.44,7e-07,0.4,5,1.55e-06,0.00106301,1
3256,0.36,5e-07,0.48,5,1.56e-06,0.000759511,1
9204,0.6,5e-07,0.64,5,1.69e-06,-7.08e-05,1
1720,0.52,5e-07,0.4,5,1.43e-06,0.00015512799999999998,1
9670,0.2,5e-07,0.72,5,1.53e-06,7.03e-05,1
21363,0.6,7e-07,0.56,5,1.36e-06,0.00532871,1
19615,0.28,7e-07,0.56,5,1.66e-06,0.000152154,1
8138,0.36,5e-07,0.64,5,1.4e-06,5.8200000000000005e-05,1
6489,0.52,5e-07,0.56,5,1.49e-06,0.000171283,1
4525,0.6,5e-07,0.48,5,1.42e-06,0.000249022,1
20537,0.44,7e-07,0.56,5,1.4e-06,0.149503,1
6886,0.6,5e-07,0.56,5,1.5e-06,0.000137246,1
12093,0.2,5e-07,0.8,5,1.49e-06,8.609999999999999e-05,1
10446,0.36,5e-07,0.72,5,1.59e-06,9.84e-05,1
12452,0.28,5e-07,0.8,5,1.57e-06,0.00010515100000000001,1
13367,0.44,5e-07,0.8,5,1.35e-06,0.000416766,1
3686,0.44,5e-07,0.48,5,1.5e-06,0.0006496119999999999,1
12008,0.2,5e-07,0.8,5,1.68e-06,-8.190000000000001e-05,1
6983,0.6,5e-07,0.56,5,1.33e-06,0.0025451999999999996,1
6107,0.44,5e-07,0.56,5,1.46e-06,0.000143806,1
900,0.36,5e-07,0.4,5,1.47e-06,0.000288087,1
19203,0.2,7e-07,0.56,5,1.69e-06,-8.540000000000002e-05,1
16138,0.52,7e-07,0.4,5,1.4e-06,0.0433264,1
21690,0.2,7e-07,0.64,5,1.49e-06,0.00140061,1
2978,0.28,5e-07,0.48,5,1.33e-06,6.95e-05,1
18885,0.6,7e-07,0.48,5,1.5e-06,0.00104562,1
16425,0.6,7e-07,0.4,5,1.64e-06,-4.16e-05,1
19770,0.28,7e-07,0.56,5,1.35e-06,0.0346814,1
3221,0.36,5e-07,0.48,5,1.65e-06,0.00020605099999999998,1
20019,0.36,7e-07,0.56,5,1.65e-06,0.000137562,1
18825,0.6,7e-07,0.48,5,1.64e-06,-4.72e-05,1
17295,0.28,7e-07,0.48,5,1.48e-06,0.000167182,1
24842,0.36,7e-07,0.72,5,1.6e-06,0.000149122,1
16091,0.52,7e-07,0.4,5,1.49e-06,2.23e-05,1
12494,0.28,5e-07,0.8,5,1.48e-06,0.000137705,1
20495,0.44,7e-07,0.56,5,1.48e-06,0.00134079,1
15745,0.44,7e-07,0.4,5,1.39e-06,0.06091799999999999,1
10400,0.36,5e-07,0.72,5,1.7e-06,-7.790000000000001e-07,1
25233,0.44,7e-07,0.72,5,1.62e-06,8.909999999999998e-05,1
8564,0.44,5e-07,0.64,5,1.36e-06,0.000514281,1
22911,0.44,7e-07,0.64,5,1.45e-06,0.11931099999999999,1
5251,0.28,5e-07,0.56,5,1.58e-06,0.0007644910000000001,1
1386,0.44,5e-07,0.4,5,1.32e-06,0.00270937,1
10828,0.44,5e-07,0.72,5,1.63e-06,0.000186137,1
14968,0.28,7e-07,0.4,5,1.35e-06,0.205896,1
14844,0.28,7e-07,0.4,5,1.59e-06,0.000445155,1
11294,0.52,5e-07,0.72,5,1.48e-06,4.02e-05,1
5665,0.36,5e-07,0.56,5,1.54e-06,-6.2e-06,1
14474,0.2,7e-07,0.4,5,1.53e-06,0.0008077999999999999,1
13215,0.44,5e-07,0.8,5,1.66e-06,1.7100000000000002e-05,1
10534,0.36,5e-07,0.72,5,1.41e-06,0.00023563900000000003,1
20135,0.36,7e-07,0.56,5,1.41e-06,0.16106900000000002,1
22924,0.44,7e-07,0.64,5,1.43e-06,0.155729,1
17674,0.36,7e-07,0.48,5,1.53e-06,0.00023113799999999998,1
12048,0.2,5e-07,0.8,5,1.58e-06,0.00015621,1
14445,0.2,7e-07,0.4,5,1.59e-06,0.0007533969999999999,1
24124,0.2,7e-07,0.72,5,1.43e-06,0.12770399999999998,1
17318,0.28,7e-07,0.48,5,1.44e-06,0.0007627630000000001,1
25240,0.44,7e-07,0.72,5,1.6e-06,0.00014178299999999998,1
21359,0.6,7e-07,0.56,5,1.36e-06,0.00942436,1
6809,0.6,5e-07,0.56,5,1.68e-06,1.82e-06,1
11655,0.6,5e-07,0.72,5,1.57e-06,0.000138212,1
22039,0.28,7e-07,0.64,5,1.6e-06,0.000823333,1
1601,0.52,5e-07,0.4,5,1.7e-06,-4.5e-05,1
4426,0.6,5e-07,0.48,5,1.63e-06,5.2900000000000005e-05,1
8971,0.52,5e-07,0.64,5,1.34e-06,0.000940005,1
20834,0.52,7e-07,0.56,5,1.62e-06,0.000627711,1
20933,0.52,7e-07,0.56,5,1.41e-06,0.146564,1
1681,0.52,5e-07,0.4,5,1.51e-06,0.00045944800000000005,1
